label	text_a	text_b
2	Greater consumption of specific whole fruits, particularly blueberries, grapes, and apples, is significantly associated with a lower risk of type 2 diabetes, whereas greater consumption of fruit juice is associated with a higher risk.	Consumption of whole fruits increases the risk of type 2 diabetes.
1	OBJECTIVE To determine whether individual fruits are differentially associated with risk of type 2 diabetes.	Consumption of whole fruits increases the risk of type 2 diabetes.
0	Converting ApoE4 to ApoE3 by gene editing rescued these phenotypes, indicating the specific effects of ApoE4.	Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.
1	Efforts to develop drugs for Alzheimer's disease (AD) have shown promise in animal studies, only to fail in human trials, suggesting a pressing need to study AD in human model systems.	Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.
2	Converting ApoE4 to ApoE3 by gene editing rescued these phenotypes, indicating the specific effects of ApoE4.	Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.
1	Efforts to develop drugs for Alzheimer's disease (AD) have shown promise in animal studies, only to fail in human trials, suggesting a pressing need to study AD in human model systems.	Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.
2	The mean costs (for GPRD events) over calendar time were US$58k during 1990-1993 and US$174k during 2002-2005.Using RCT data rather than GPRD data for event probabilities, the mean cost was US$16k with the VIGOR RCT and US$20k with the CLASS RCT.	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
2	CONCLUSIONS The published cost-effectiveness analyses of coxibs lacked external validity, did not represent patients in actual clinical practice, and should not have been used to inform prescribing policies.	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
1	The mean cost of preventing one upper GI event as recorded in GPRD was US$104k (ranging from US$64k with long-term daily use to US$182k with intermittent use) and US$298k for hospitalizations.	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
1	A basic cost-effectiveness model was developed evaluating two alternative strategies: prescription of a conventional NSAID or coxib.	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
1	The objective of this study was to evaluate the external validity of published cost-effectiveness studies by comparing the data used in these studies (typically based on RCTs) to observational data from actual clinical practice.	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
0	Only a minority of patients used the drugs long-term and daily (34.5% of conventional NSAIDs and 44.2% of coxibs), whereas coxib RCTs required daily use for at least 6-9 months.	Cost effectiveness evaluations based on cRCT data lack external validity.
0	The mean costs (for GPRD events) over calendar time were US$58k during 1990-1993 and US$174k during 2002-2005.Using RCT data rather than GPRD data for event probabilities, the mean cost was US$16k with the VIGOR RCT and US$20k with the CLASS RCT.	Cost effectiveness evaluations based on cRCT data lack external validity.
0	CONCLUSIONS The published cost-effectiveness analyses of coxibs lacked external validity, did not represent patients in actual clinical practice, and should not have been used to inform prescribing policies.	Cost effectiveness evaluations based on cRCT data lack external validity.
1	External validity should be an explicit requirement for cost-effectiveness analyses.	Cost effectiveness evaluations based on cRCT data lack external validity.
1	Prescription costs were based on the prescribed number of tables as recorded in GPRD and the 2006 cost data from the British National Formulary.	Cost effectiveness evaluations based on cRCT data lack external validity.
1	The objective of this study was to evaluate the external validity of published cost-effectiveness studies by comparing the data used in these studies (typically based on RCTs) to observational data from actual clinical practice.	Cost effectiveness evaluations based on cRCT data lack external validity.
1	The mean cost of preventing one upper GI event as recorded in GPRD was US$104k (ranging from US$64k with long-term daily use to US$182k with intermittent use) and US$298k for hospitalizations.	Cost effectiveness evaluations based on cRCT data lack external validity.
0	The switch to more stable k-MT attachments in metaphase requires the proteasome-dependent destruction of cyclin A in prometaphase.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
0	Persistent cyclin A expression prevents k-MT stabilization even in cells with aligned chromosomes.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
0	By contrast, k-MTs are prematurely stabilized in cyclin-A-deficient cells.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
1	Cyclin A creates a cellular environment that promotes microtubule detachment from kinetochores in prometaphase to ensure efficient error correction and faithful chromosome segregation.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
1	Chromosome alignment fosters faithful segregation through the formation of bi-oriented attachments of kinetochores to spindle microtubules.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
1	Consequently, cells lacking cyclin A display higher rates of chromosome mis-segregation.	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
2	Apoptosis that proceeds via the mitochondrial pathway involves mitochondrial outer membrane permeabilization (MOMP), responsible for the release of cytochrome c and other proteins of the mitochondrial intermembrane space.	Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.
1	Here, we discuss an emerging view, proposed by Certo et al. in this issue of Cancer Cell, on how these interactions result in MOMP and apoptosis.	Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.
0	Pol IVb/Pol V transcription requires the chromatin-remodeling protein DRD1 but is independent of siRNA biogenesis.	DRD1 proteins enable Pol V transcription in vivo.
1	However, Pol IVb/Pol V transcription and siRNA production are both required to silence transposons, suggesting that Pol IVb/Pol V generates RNAs or chromatin structures that serve as scaffolds for siRNA-mediated heterochromatin-forming complexes.	DRD1 proteins enable Pol V transcription in vivo.
2	DUSP4 overexpression increased chemotherapy-induced apoptosis, whereas DUSP4 depletion dampened the response to chemotherapy.	DUSP4 decreases apoptosis.
1	Neoadjuvant chemotherapy (NAC) induces a pathological complete response (pCR) in ∼30% of patients with breast cancer.	DUSP4 decreases apoptosis.
2	Low concentrations of dual specificity protein phosphatase 4 (DUSP4), an ERK phosphatase, correlated with high post-NAC tumor cell proliferation and with basal-like breast cancer (BLBC) status.BLBC had higher DUSP4 promoter methylation and gene expression patterns of Ras-ERK pathway activation relative to other breast cancer subtypes.	DUSP4 downregulation deactivates the Ras-ERK pathway
2	Thus, DUSP4 downregulation activates the Ras-ERK pathway in BLBC, resulting in an attenuated response to anti-cancer chemotherapy.	DUSP4 downregulation deactivates the Ras-ERK pathway
1	Digital transcript counting was used to profile surgically resected breast cancers after NAC.	DUSP4 downregulation deactivates the Ras-ERK pathway
1	However, many patients have residual cancer after chemotherapy, which correlates with a higher risk of metastatic recurrence and poorer outcome than those who achieve a pCR.	DUSP4 downregulation deactivates the Ras-ERK pathway
